fvg_min,disp_mult,n,exp,pf,dd,tpm
0.2,0.8,5108,-0.737648176759194,0.3755313576300174,3771.910398192481,60.83236306729265
0.2,1.0,4835,-0.6740975761527638,0.4054081534080153,3265.224263369593,57.58114241001565
0.2,1.5,3163,-0.5190131672868382,0.48795251768223624,1640.4136481282753,37.66890453834116
0.3,0.8,4957,-0.6152712487233618,0.43699436855629836,3053.903091228215,59.034068857589986
0.3,1.0,4666,-0.5758162422479808,0.4578300575021806,2692.9509562181065,55.568482003129894
0.3,1.5,3072,-0.475860190337994,0.5152521069807866,1463.2425291773438,36.585164319248825
0.5,0.8,4375,-0.4887213639766541,0.5098142913106604,2140.573269401557,52.1028951486698
0.5,1.0,4128,-0.47329421496160284,0.519078926826692,1954.5508213651933,49.161314553990614
0.5,1.5,2765,-0.41006906963504197,0.5604369521943595,1135.621970549646,32.92902973395931
