disp_mult,sweep_close_n,n,exp,pf,dd,tpm
1.0,1,59,0.35187842192692154,1.4440639087968932,16.706295248167425,0.7026447574334899
1.0,3,59,0.35187842192692154,1.4440639087968932,16.706295248167425,0.7026447574334899
1.0,5,45,0.08946513235956448,1.1323023622377992,20.222696258608092,0.5359154929577465
1.25,1,59,0.33523784333209206,1.4143621685451684,17.983218325090583,0.7026447574334899
1.25,3,59,0.33523784333209206,1.4143621685451684,17.983218325090583,0.7026447574334899
1.25,5,44,0.09787692970759504,1.1428428069745344,19.94204230765431,0.5240062597809076
1.5,1,52,0.4889042248285863,1.6202570240459067,13.560090286303048,0.6192801251956181
1.5,3,52,0.4889042248285863,1.6202570240459067,13.560090286303048,0.6192801251956181
1.5,5,39,0.18318556410251835,1.2725804089660429,17.405249110495802,0.46446009389671367
